ticker,exchange_symbol,company,sector,industry,market,currency,financial_currency,price_major,shares_outstanding,market_cap_local,market_cap_usd,ttm_revenue,ttm_ebitda,ttm_fcf,ttm_fcf_usd,ttm_source,normalized_fcf_margin,normalized_margin_observations,forward_growth,revenue_cagr,latest_yoy_growth,forward_revenue,forward_fcf,expected_fcf,expected_fcf_usd,total_debt_usd,cash_usd,enterprise_value_usd,enterprise_value_calculated_usd,enterprise_value_provider_usd,enterprise_value_source,fcf_yield,revenue_trend,ebitda_trend,fcf_per_share_trend,z_revenue,z_ebitda,z_fcf_per_share,growth_score,fcf_yield_rank,growth_rank,raw_weight,target_weight,annual_periods,latest_annual_period_end,eligible,exclusion_reasons,data_quality_flags
10X.AX,10X,Exultant Mining Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.145,37400001,5423000,3866666.554,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3866667,
14D.AX,14D,1414 Degrees Limited,Utilities,Utilities - Independent Power Producers,AU,AUD,AUD,0.058,714389803,41434608,29543391.65,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:29543392,
1AD.AX,1AD,AdAlta Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.003,3212169031,9636507,6870949.532,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6870950,
1AE.AX,1AE,Aurora Energy Metals Limited,Energy,Uranium,AU,AUD,AUD,0.056,179063737,10027570,7149782.322,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7149782,
1AI.AX,1AI,Algorae Pharmaceuticals Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.009,2027570988,18248138,13011149.71,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:13011150,
1CG.AX,1CG,One Click Group Limited,Technology,Software - Application,AU,AUD,AUD,0.009,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,market_cap_unavailable,
1MC.AX,1MC,Morella Corporation Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.029,441759069,12811013,9134411.854,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9134412,
1TT.AX,1TT,Thrive Tribe Technologies Limited,Technology,Software - Application,AU,AUD,AUD,0.001,5753285447,5753286,4102164.586,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4102165,
29M.AX,29M,29Metals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.335,1750076545,586275648,418021840.2,600481984,101462000,-22593000,-16109090.44,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.03762477577,1,-0.03849653612,-0.07435270566,0.01528771819,577365507.6,-21723247.76,-22158123.88,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
360.AX,360,"Life360, Inc.",Technology,Software - Application,AU,AUD,USD,20.52,244441107,5015931392,3576421565,572558000,25474000,98474000,98474000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,0.1198521087,4,0.3,0.2894568252,0.3176368296,744325400,89208968.78,93841484.39,93841484.39,311475000,267061000,4234266565,4234266565,3467121159,calculated,0.02216239411,0.2440813094,1.073526618,1.014786306,0.5926632979,2.602348765,1.517610537,1.5708742,210,15,,,4,2025-12-31,true,,reporting_currency_differs:USD_vs_AUD|growth_clamped_high|preferred_stock_assumed_zero
3DA.AX,3DA,Amaero Inc.,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.22,953327200,209731984,149541517.2,18146328,-32408276,-53187536,-37923375.72,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
3DP.AX,3DP,Pointerra Limited,Technology,Software - Application,AU,AUD,AUD,0.026,818676797,21285598,15176896.53,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15176897,
3PL.AX,3PL,3P Learning Limited,Consumer Defensive,Education & Training Services,AU,AUD,AUD,0.325,272906522,88694616,63240366.07,104115000,13898000,1142125,814349.3523,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.01096984104,1,-0.02278317583,-0.008766835039,-0.04380768701,101742929.6,1116103.765,1129114.383,805072.6201,1067379.648,6788591.602,164447493.2,164447493.2,55221827.98,calculated,0.004895621114,-0.008770480934,0.3650372111,,-0.6327241795,0.6125257823,,-0.0100991986,264,113,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
49M.AX,49M,49 Metals Limited,Basic Materials,Gold,AU,AUD,AUD,0.11,82236653,9046032,6449933.501,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6449934,
4DS.AX,4DS,4DS Memory Limited,Technology,Semiconductors,AU,AUD,AUD,0.009,2060898718,18548088,13225017.8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:13225018,
4DX.AX,4DX,4DMedical Limited,Healthcare,Medical Devices,AU,AUD,AUD,3.74,601571602,2249877760,1604190869,7061546,-55184908,-136052624,-97007215.71,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
5GG.AX,5GG,Pentanet Limited,Communication Services,Telecom Services,AU,AUD,AUD,0.017,433171658,7363918,5250565.266,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5250565,
5GN.AX,5GN,5G Networks Limited,Technology,Information Technology Services,AU,AUD,AUD,0.056,264100416,14789624,10545186.14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:10545186,
6KA.AX,6KA,"6K Additive, Inc.",Basic Materials,Other Industrial Metals & Mining,AU,AUD,USD,0.79,267798503,211560816,150845497.2,23278236,-10968772,-41639968,-41639968,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-12-31,false,ttm_ebitda_not_positive,reporting_currency_differs:USD_vs_AUD|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
88E.AX,88E,88 Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.02,1330952980,26619058,18979719.94,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:18979720,
8CO.AX,8CO,8common Limited,Technology,Software - Application,AU,AUD,AUD,0.035,224094903,7843321,5592385.576,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5592386,
8IH.AX,8IH,8I Holdings Limited,Consumer Defensive,Education & Training Services,AU,AUD,SGD,0.012,358138783,4297665,3064288.681,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3064289,
A11.AX,A11,Atlantic Lithium Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.275,801503291,220413408,157157505.6,335150,-6049084,-15672730,-11174851.72,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
A1M.AX,A1M,AIC Mines Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.775,799484913,619600832,441783111.5,245230000,101683000,-96249504,-68627095.32,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.3924866615,1,0.3,1.699624751,0.4527786624,318799000,-125124355.2,-110686929.6,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,expected_fcf_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_high
A1N.AX,A1N,ARN Media Limited,Communication Services,Broadcasting,AU,AUD,AUD,0.285,313050373,89219352,63614509.37,264195008,26378000,48438752,34537433.57,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1833446906,1,0.1121557843,0.07418582081,0.1691107294,293826006.3,53871438.22,51155095.11,36474220.05,324078421.9,13224955.05,400316816.8,400316816.8,164937144.6,calculated,0.09111338448,0.07583577677,1.020887794,,-0.2226996012,2.454510364,,1.115905382,48,25,30.21650178,0.02495300336,4,2025-12-31,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
A2M.AX,A2M,The a2 Milk Company Limited,Consumer Defensive,Packaged Foods,AU,AUD,NZD,6.92,728055850,5038146560,3592261257,1972235008,302707008,339833504,195666470.2,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1723088286,1,0.05989076143,0.07420743457,0.03841575171,2090353664,360186391.3,350009947.7,201525777.1,13998734.19,451676675.2,3772453000,3772453000,3037283573,calculated,0.05342035464,0.0767604565,0.08811497394,,-0.2182183556,-0.1652222361,,-0.1917202959,112,146,,,4,2026-06-30,true,,reporting_currency_differs:NZD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
A3D.AX,A3D,Aurora Labs Limited,Industrials,Specialty Industrial Machinery,AU,AUD,AUD,0.045,523619656,23562886,16800631.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16800631,
A4N.AX,A4N,Alpha HPA Limited,Basic Materials,Aluminum,AU,AUD,AUD,0.505,1451896391,733207680,522786209.3,748435,-41587344,-181703648,-129556964.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
A8G.AX,A8G,Australasian Metals Limited,Basic Materials,Gold,AU,AUD,AUD,0.175,57889725,10130702,7223316.723,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7223317,
AA2.AX,AA2,Ariana Resources plc,Basic Materials,Gold,AU,AUD,GBP,0.28,269081335,75342776,53720337.82,0,-2367000,-2965250,-3995001.593,revenue=latest_fiscal_year|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,ttm_ebitda_not_positive,reporting_currency_differs:GBP_vs_AUD|revenue_ttm_from_latest_fy|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AAC.AX,AAC,Australian Agricultural Company Limited,Consumer Defensive,Farm Products,AU,AUD,AUD,1.31,602766747,789624384,563012022.1,422068992,-221614000,-250246752,-178429051.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-03-31,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AAI.AX,AAI,Alcoa Corporation,Basic Materials,Aluminum,AU,AUD,USD,66.04,263909445,1.742858035e+10,1.24267949e+10,1.3603e+10,1993000000,352000000,352000000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,0.0147037701,4,0.0375182726,0.01007143794,0.07868852459,1.411336106e+10,207519616.3,279759808.2,279759808.2,2225000000,1352000000,1.33667949e+10,1.33667949e+10,1.309702606e+10,calculated,0.02092946068,0.02081796849,0.1943262411,0.2078771967,-0.4893306312,0.1330766778,-0.05495024234,-0.1370680653,212,135,,,4,2025-12-31,true,,reporting_currency_differs:USD_vs_AUD
AAJ.AX,AAJ,Aruma Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.008,837633459,6701068,4777944.958,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4777945,
AAL.AX,AAL,Alfabs Australia Limited,Industrials,Conglomerates,AU,AUD,AUD,0.23,287002048,66010472,47066288.82,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:47066289,
AAM.AX,AAM,AuMEGA Metals Ltd,Basic Materials,Gold,AU,AUD,CAD,0.036,1455807299,52409064,37368315.49,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:37368315,
AAP.AX,AAP,Australian Agricultural Projects Ltd,Consumer Defensive,Farm Products,AU,AUD,AUD,0.055,368603712,20273204,14455046.99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:14455047,
AAR.AX,AAR,Astral Resources NL,Basic Materials,Gold,AU,AUD,AUD,0.19,1808809680,343673856,245043740.4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
AAU.AX,AAU,Antilles Gold Limited,Basic Materials,Gold,AU,AUD,USD,0.008,3283093233,26264748,18727092.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:18727093,
ABB.AX,ABB,Aussie Broadband Limited,Communication Services,Telecom Services,AU,AUD,AUD,4.05,315425041,1277471488,910853084.3,1296657024,133925000,36299752,25882175.36,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.02799487554,1,0.145271108,0.1806154137,0.09225464942,1485023827,41573057.19,38936404.6,27762141.5,190715859,89296967.09,1520278378,1520278378,1012162092,calculated,0.01826122235,0.16045938,0.1648385402,,0.1874090385,0.05025920084,,0.1188341197,221,95,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ABE.AX,ABE,Australian Bond Exchange Holdings Limited,Financial Services,Capital Markets,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
ABG.AX,ABG,Abacus Group,Real Estate,REIT - Diversified,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_industry:reit,
ABR.AX,ABR,Albright Metals Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.002,1553788997,3107578,2215741.825,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2215742,
ABV.AX,ABV,Advanced Braking Technology Limited,Consumer Cyclical,Auto Parts,AU,AUD,AUD,0.125,397971265,49746408,35469808.59,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:35469809,
ABX.AX,ABX,ABx Group Limited,Basic Materials,Aluminum,AU,AUD,AUD,0.039,374917940,14621800,10425525.54,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:10425526,
ABY.AX,ABY,Adore Beauty Group Limited,Consumer Cyclical,Specialty Retail,AU,AUD,AUD,0.3,93957928,28187380,20097953.07,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:20097953,
ACE.AX,ACE,Acusensus Limited,Technology,Software - Infrastructure,AU,AUD,AUD,1.165,170853613,199044464,141921182.3,86167000,1197000,-9384625,-6691354.528,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.1089120545,1,0.3,0.2706178976,0.4518449874,112017100,-12200012.5,-10792318.75,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_high
ACF.AX,ACF,Acrow Limited,Industrials,Engineering & Construction,AU,AUD,AUD,0.895,421194772,376969312,268783815.3,315784000,60825000,-26392512,-18818189.82,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.08357773668,1,0.2188839,0.1972183743,0.2513821887,384904033.5,-32169407.96,-29280959.98,,,,,,,,,,,,,,,,,,,,4,2025-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
ACL.AX,ACL,Australian Clinical Labs Limited,Healthcare,Diagnostics & Research,AU,AUD,AUD,2.82,186518985,525983552,375032824.7,736150016,81878000,166660368,118830918.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.2263945723,1,-0.0293735017,-0.09382376478,0.06730189292,714526712.3,161764969.4,164212668.7,117085678.4,207042418.2,15288413.1,567233888.6,567233888.6,594515810.1,calculated,0.2064151679,-0.09806978908,-0.2360663141,,-1.065492537,-1.075699332,,-1.070595935,8,253,,,4,2025-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ACM.AX,ACM,Australian Critical Minerals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.026,149981417,3899517,2780404.197,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2780404,
ACP.AX,ACP,Audalia Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.022,877136191,19296996,13758998.53,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:13758999,
ACR.AX,ACR,Acrux Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.01,610454134,6104541,4352613.777,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4352614,
ACS.AX,ACS,Accent Resources NL,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.24,489537283,117488944,83771080.62,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
ACU.AX,ACU,Acumentis Group Limited,Real Estate,Real Estate Services,AU,AUD,AUD,0.097,222955046,21626640,15420063.72,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15420064,
ACW.AX,ACW,Actinogen Medical Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.057,3825912192,218077008,155491623.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-06-30,false,insufficient_annual_history:0,
AD1.AX,AD1,AdNeo Limited,Technology,Information Technology Services,AU,AUD,AUD,0.019,415338006,7891422,5626682.189,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5626682,
AD8.AX,AD8,Audinate Group Limited,Technology,Electronic Components,AU,AUD,AUD,2.4,84328558,202388560,144305564.4,67775000,-6110000,-1585500,-1130481.25,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-06-30,false,ttm_ebitda_not_positive,stale_statements:807d|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
ADC.AX,ADC,ACDC Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.044,120144226,5286346,3769230.549,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3769231,
ADD.AX,ADD,Adavale Resources Limited,Energy,Uranium,AU,AUD,AUD,0.0395,394021144,15563836,11097208.95,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:11097209,
ADH.AX,ADH,Adairs Limited,Consumer Cyclical,Specialty Retail,AU,AUD,AUD,1.26,178614627,225054432,160466613.5,641747008,54839000,79745872,56859800.12,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1242637223,1,0.02180810483,0.01083284023,0.03827100173,655742294,81484978.34,80615425.17,57479802.36,206717997.5,8120498.872,481250204.8,481250204.8,358328277.6,calculated,0.1194384995,0.01372990834,-0.3023073419,,-0.5236812685,-1.261740109,,-0.8927106889,24,243,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ADN.AX,ADN,Andromeda Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.006,4623633361,27741800,19780248.98,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:19780249,
ADO.AX,ADO,AnteoTech Limited,Basic Materials,Specialty Chemicals,AU,AUD,AUD,0.019,3259767301,61935576,44160837.21,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:44160837,
ADR.AX,ADR,Adherium Limited,Healthcare,Medical Devices,AU,AUD,AUD,0.085,54887674,4665452,3326525.393,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3326525,
ADS.AX,ADS,Adslot Limited,Technology,Software - Infrastructure,AU,AUD,AUD,0.001,5970090281,5970091,4256749.252,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4256749,
ADX.AX,ADX,ADX Energy Ltd,Energy,Oil & Gas E&P,AU,AUD,AUD,0.02,1083863398,21677268,15456162.12,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15456162,
ADY.AX,ADY,Admiralty Resources NL,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.006,2629479399,15776877,11249109.83,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:11249110,
AEE.AX,AEE,Aura Energy Limited,Energy,Uranium,AU,AUD,AUD,0.105,1019441634,107041368,76321828.79,,-11071482,-14707623,-10486718.41,ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_revenue_unavailable,ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AEF.AX,AEF,Australian Ethical Investment Limited,Financial Services,Asset Management,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AEG.AX,AEG,Aland Equity Group Limited,Financial Services,Capital Markets,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AEI.AX,AEI,Aeris Environmental Ltd,Industrials,Pollution & Treatment Controls,AU,AUD,AUD,0.044,246594551,10850160,7736299.239,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7736299,
AEL.AX,AEL,Amplitude Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,1.84,299880831,551780736,393426538.2,285830016,189923008,67935872,48439123.01,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.2376792786,1,0.1935100457,0.1192635597,0.3048797747,341140995.5,81082145.7,74509008.85,53125851.46,122481992.9,98049195,775010840.8,775010840.8,417859341.8,calculated,0.06854852689,0.1183836974,0.2078575287,,-0.01650098541,0.1710798813,,0.07728944792,89,102,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AEM.AX,AEM,Advanced Engineered Materials Ltd,Basic Materials,Aluminum,AU,AUD,AUD,0.29,589503244,170955936,121893711.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-12-31,false,insufficient_annual_history:2,
AER.AX,AER,Aeeris Limited,Technology,Software - Application,AU,AUD,AUD,0.065,78398858,5095925,3633458.004,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3633458,
AEU.AX,AEU,Atomic Eagle Limited,Energy,Uranium,AU,AUD,AUD,0.45,393427745,177042480,126233493.6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,2025-12-31,false,insufficient_annual_history:1,
AEV.AX,AEV,Avenira Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.006,5430089695,32580538,23230329.45,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:23230329,
AFA.AX,AFA,ASF Group Limited,Financial Services,Capital Markets,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AFG.AX,AFG,Australian Finance Group Limited,Financial Services,Mortgage Finance,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AFL.AX,AFL,AF Legal Group Limited,Consumer Cyclical,Personal Services,AU,AUD,AUD,0.145,92735568,13446657,9587633.945,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9587634,
AFP.AX,AFP,AFT Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AU,AUD,NZD,3.43,104866260,359691264,256464351.9,254704992,24868000,-20963624,-12070258.71,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.08230550896,1,0.192482021,0.1725427541,0.2223909214,303731123.6,-24998744.71,-22981184.36,,,,,,,,,,,,,,,,,,,,4,2026-03-31,false,expected_fcf_not_positive,reporting_currency_differs:NZD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AGC.AX,AGC,Australian Gold and Copper Limited,Basic Materials,Gold,AU,AUD,AUD,0.135,331538379,44757680,31912783.38,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:31912783,
AGD.AX,AGD,Austral Gold Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,USD,0.155,668103679,103556072,73836769.32,99163000,35230000,3748750,3748750,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.0378039188,1,0.1621643155,0.00969580357,0.3908670834,115243700,4356663.478,4052706.739,4052706.739,26571000,10531000,119572769.3,119572769.3,70646751.59,calculated,0.0338932247,-0.01415110114,0.4199762893,,-0.6588001057,0.7668245472,,0.05401222074,170,104,,,4,2025-12-31,true,,reporting_currency_differs:USD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AGE.AX,AGE,Alligator Energy Limited,Energy,Uranium,AU,AUD,AUD,0.041,4833698116,198181632,141305972.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2024-06-30,false,insufficient_annual_history:0,stale_statements:807d
