ticker,exchange_symbol,company,sector,industry,market,currency,financial_currency,price_major,shares_outstanding,market_cap_local,market_cap_usd,ttm_revenue,ttm_ebitda,ttm_fcf,ttm_fcf_usd,ttm_source,normalized_fcf_margin,normalized_margin_observations,forward_growth,revenue_cagr,latest_yoy_growth,forward_revenue,forward_fcf,expected_fcf,expected_fcf_usd,total_debt_usd,cash_usd,enterprise_value_usd,enterprise_value_calculated_usd,enterprise_value_provider_usd,enterprise_value_source,fcf_yield,revenue_trend,ebitda_trend,fcf_per_share_trend,z_revenue,z_ebitda,z_fcf_per_share,growth_score,fcf_yield_rank,growth_rank,raw_weight,target_weight,annual_periods,latest_annual_period_end,eligible,exclusion_reasons,data_quality_flags
CUV.AX,CUV,Clinuvel Pharmaceuticals Limited,Healthcare,Biotechnology,AU,AUD,AUD,8.36,50427898,421577216,300589806.6,94024400,41108156,25389714,18103182.36,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.2700332467,1,0.03350190225,0.06280484305,-0.01045250894,97174396.26,26240317.72,25815015.86,18406427.88,1382164.666,179718632.9,316821100.9,316821100.9,122253344,calculated,0.05809722846,0.06069444803,-0.05141630929,,-0.2960785343,-0.5571018488,,-0.4265901916,104,194,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
CVB.AX,CVB,CurveBeam AI Limited,Healthcare,Medical Devices,AU,AUD,AUD,0.022,768060989,16897342,12048015.33,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12048015,
CVC.AX,CVC,CVC Limited,Financial Services,Asset Management,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
CVL.AX,CVL,Civmec Limited,Industrials,Engineering & Construction,AU,AUD,AUD,1.725,509625000,879103104,626811464,902984000,97967000,-10259125,-7314883.922,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.01664404522,4,0.06247600984,0.02813392392,0.1139891387,959398837.3,15968277.63,2854576.314,2035348.471,90096967.07,38951157.51,677771177.4,677771177.4,677771205.9,calculated,0.003003002398,-0.0007303707277,-0.03890893916,-0.5828533402,-0.5937596527,-0.5219743616,-1.595981092,-0.9039050354,267,244,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
CVN.AX,CVN,Carnarvon Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.105,1789086882,187854112,133942321.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
CVR.AX,CVR,Cavalier Resources Ltd,Basic Materials,Gold,AU,AUD,AUD,0.21,85172105,17886142,12753042.05,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12753042,
CVV.AX,CVV,Caravel Minerals Limited,Basic Materials,Copper,AU,AUD,AUD,0.27,558762558,150865904,107569268.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
CWP.AX,CWP,Cedar Woods Properties Limited,Real Estate,Real Estate - Development,AU,AUD,AUD,6.5,85480583,555623808,396166696.5,502376000,102002000,-15266625,-10885293.8,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.03038884222,1,0.08339300595,0.08685573676,0.07819890973,544270644.8,-16539754.75,-15903189.87,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
CWY.AX,CWY,Cleanaway Waste Management Limited,Industrials,Waste Management,AU,AUD,AUD,2.68,2241892062,6008270848,4283971959,4404100096,649400000,263037504,187549017,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05972559621,1,0.09612391614,0.07029476712,0.1348676397,4827439444,288321699,275679601.5,196562990,1664741484,82852047.49,5867002216,5867002216,5915680683,calculated,0.03350313887,0.06450971804,0.1092519915,,-0.2775887143,-0.105858013,,-0.1917233637,172,147,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
CXL.AX,CXL,Calix Limited,Basic Materials,Specialty Chemicals,AU,AUD,AUD,0.225,216024545,48605520,34656341.23,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:34656341,
CXO.AX,CXO,Core Lithium Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.355,3236801664,1149064448,819297265.2,-2421000,-11921000,-42662376,-30418805.53,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,ttm_ebitda_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
CXU.AX,CXU,Cauldron Energy Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.11,2036977030,224067472,159762898.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
CXZ.AX,CXZ,Connexion Mobility Ltd,Technology,Software - Application,AU,AUD,USD,0.021,697177406,14640725,10439019.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:10439019,
CY5.AX,CY5,Cygnus Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.175,1247528798,218317536,155663122.7,28250,-9249800,-18903816,-13478656.29,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
CYB.AX,CYB,AUCyber Limited,Technology,Software - Infrastructure,AU,AUD,AUD,0.051,210369595,10728849,7649802.985,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7649803,
CYC.AX,CYC,Cyclopharm Limited,Healthcare,Medical Devices,AU,AUD,AUD,0.5,125734145,62867072,44825005.46,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:44825005,
CYG.AX,CYG,Coventry Group Ltd,Industrials,Industrial Distribution,AU,AUD,AUD,0.44,139066000,61189040,43628547.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:43628548,
CYL.AX,CYL,Catalyst Metals Limited,Basic Materials,Gold,AU,AUD,AUD,6.45,263669017,1700665216,1212595484,631937984,342500992,14133625,10077450.69,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.02236552535,1,0.3,1.237345249,3.957681722,821519379.2,18373712.5,16253668.75,11589068.29,23532976.14,22028519.86,1358114196,1358114196,995086573.4,calculated,0.008533206059,0.8564827073,1.064056212,,3,2.575750724,,2.787875362,250,1,,,3,2026-06-30,true,,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_high|preferred_stock_assumed_zero
CYM.AX,CYM,Cyprium Metals Limited,Basic Materials,Copper,AU,AUD,AUD,0.48,578079732,277478272,197845464.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
CYP.AX,CYP,Cynata Therapeutics Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.011,243454369,2677998,1909445.934,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:1909446,
CYQ.AX,CYQ,Cycliq Group Limited,Consumer Cyclical,Leisure,AU,AUD,AUD,0.005,460516658,2302583,1641770.362,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:1641770,
CYV.AX,CYV,Ceryvyn Therapeutics Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.01,1367978173,13679781,9753854.261,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9753854,
CZN.AX,CZN,Corazon Mining Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.11,239020167,26292218,18746678.95,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:18746679,
CZR.AX,CZR,CZR Resources Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.195,242447887,47277336,33709329.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:33709329,
D3E.AX,D3E,D3 Energy Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.29,151856207,44038300,31399856.48,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:31399856,
DAF.AX,DAF,Discovery Alaska Limited,Basic Materials,Gold,AU,AUD,AUD,0.015,258359698,3875395,2763204.91,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2763205,
DAI.AX,DAI,Decidr AI Industries Ltd,Technology,Software - Infrastructure,AU,AUD,AUD,0.27,352484488,95170816,67857977.34,5416000,-23164000,-9517625,-6786185.185,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,ttm_ebitda_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DAL.AX,DAL,Dalaroo Metals Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.071,389133213,27628460,19699436.14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:19699436,
DBF.AX,DBF,Duxton Farms Limited,Consumer Defensive,Farm Products,AU,AUD,AUD,0.35,107117702,37495356,26734655.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:26734656,
DBI.AX,DBI,Dalrymple Bay Infrastructure Limited,Industrials,Integrated Freight & Logistics,AU,AUD,AUD,5.29,495761667,2622579200,1869931639,680918976,300971008,-43147888,-30764981.63,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.06336713988,1,0.01493855422,0.04419711493,-0.02894928683,691090921,-43792455.06,-43470171.53,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DBO.AX,DBO,Diablo Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.014,541072975,7575021,5401084.334,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5401084,
DCC.AX,DCC,DigitalX Limited,Technology,Software - Infrastructure,AU,AUD,AUD,0.03,1389543657,41686308,29722856.89,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:29722857,
DDR.AX,DDR,Dicker Data Limited,Technology,Electronics & Computer Distribution,AU,AUD,AUD,14.61,181584417,2652948224,1891585131,2565728000,155396000,90312248,64393757.83,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.03519946308,1,0.01303083147,-0.06228021634,0.1259974032,2599161569,91489091.68,90900669.84,64813309.94,266618887,47356861.36,2294107758,2294107758,2102861879,calculated,0.0282520774,-0.06356790919,0.0603848343,,-0.898287189,-0.2431035265,,-0.5706953577,186,222,,,4,2025-12-31,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DDT.AX,DDT,DataDot Technology Limited,Industrials,Security & Protection Services,AU,AUD,AUD,0.004,1219454037,4877816,3477943.57,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3477944,
DEL.AX,DEL,Delorean Corporation Limited,Utilities,Utilities - Renewable,AU,AUD,AUD,0.089,253011558,22518028,16055634.47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16055634,
DEM.AX,DEM,De.mem Limited,Industrials,Pollution & Treatment Controls,AU,AUD,AUD,0.115,327274961,37636624,26835381.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:26835382,
DES.AX,DES,DeSoto Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.13,276785579,35982124,25655702.64,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:25655703,
DEV.AX,DEV,DevEx Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.21,710330423,149169392,106359634.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
DGH.AX,DGH,Desane Group Holdings Limited,Real Estate,Real Estate Services,AU,AUD,AUD,0.77,40909990,31500694,22460387.22,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:22460387,
DGL.AX,DGL,DGL Group Limited,Basic Materials,Specialty Chemicals,AU,AUD,AUD,0.28,285225261,79863072,56943365.18,457915008,17569000,33696000,24025667.75,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.07358570785,1,0.07046941465,0.1145512681,0.004346634447,490184010.6,36070537.4,34883268.7,24872205.12,140933705.7,15293306.96,449191368.6,449191368.6,173222155.4,calculated,0.05537106644,0.1044349461,-0.0001959292383,,-0.08410036919,-0.4132472075,,-0.2486737883,107,161,,,3,2025-06-30,true,,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DGR.AX,DGR,DGR Global Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.035,1043695978,36529360,26045888.72,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:26045889,
DKM.AX,DKM,Duketon Mining Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.11,124750157,13722518,9784326.274,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9784326,
DLI.AX,DLI,Delta Lithium Limited,Basic Materials,Gold,AU,AUD,AUD,0.165,719762857,118760880,84677986.83,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
DLY.AX,DLY,Daly Resources Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.14,91000000,12740000,9083778.701,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9083779,
DM1.AX,DM1,Desert Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.008,668878801,5351030,3815351.047,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3815351,
DME.AX,DME,Dome Gold Mines Ltd,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.05,419887762,20994390,14969261.59,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:14969262,
DMP.AX,DMP,Domino's Pizza Enterprises Limited,Consumer Cyclical,Restaurants,AU,AUD,AUD,19.21,94746866,1820087168,1297744823,2046062976,215092992,223573872,159410955.8,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1092702789,1,-0.07195629825,-0.04535173281,-0.1118631464,1898835858,207486323.8,215530097.9,153675644.6,805937944.4,93424596.2,2336283118,2336283118,2001907529,calculated,0.06577783466,-0.04363505396,-0.391809689,,-0.8016872355,-1.513111302,,-1.157399269,92,259,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DNL.AX,DNL,Dyno Nobel Limited,Basic Materials,Specialty Chemicals,AU,AUD,AUD,3.84,1751565465,6726011392,4795729908,3905400064,853600000,831524992,592887677.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.2129167251,1,-0.15,-0.1624760986,-0.2971298664,3319590054,706796243.2,769160617.6,548421101.7,1438146126,461461662.1,5773697794,5773697794,5827162548,calculated,0.09498611138,-0.1534748103,-0.5342426793,,-1.334000104,-1.913140484,,-1.623570294,47,269,,,4,2025-09-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_low|preferred_stock_assumed_zero
DOC.AX,DOC,Doctor Care Anywhere Group PLC,Healthcare,Health Information Services,AU,AUD,GBP,0.12,367095323,44051440,31409225.46,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:31409225,
DOW.AX,DOW,Downer EDI Limited,Industrials,Engineering & Construction,AU,AUD,AUD,6.49,659010687,4276979200,3049539447,9704800256,570200000,434437504,309759352.1,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.0447652185,1,-0.06452082596,-0.05868745548,-0.07327088168,9078638528,406407237.4,420422370.7,299766387.5,980534730.7,546452747,3610965456,3610965456,3632725136,calculated,0.08301557883,-0.05880125475,0.4040569702,,-0.8751867053,0.7221144547,,-0.07653612532,60,121,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DPM.AX,DPM,DPM Metals Inc.,Basic Materials,Gold,AU,AUD,USD,58.2,219368650,1.276725555e+10,9103212249,1291754000,852655000,744559000,744559000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,0.5266695916,4,0.3,0.2991365023,0.5658871946,1679280200,884425817.2,814492408.6,814492408.6,,761209000,8566459574,,8566459574,provider,0.09507923332,0.2609062171,0.2808230203,0.3718144253,0.6742013056,0.3760066038,0.2645420687,0.4382499927,46,60,88.79353605,0.03,4,2025-12-31,true,,reporting_currency_differs:USD_vs_AUD|growth_clamped_high|total_debt_unavailable|ev_from_provider_fallback
DRE.AX,DRE,Dreadnought Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.013,5725200000,74427600,53067805.94,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
DRO.AX,DRO,DroneShield Limited,Industrials,Aerospace & Defense,AU,AUD,AUD,1.6,925219724,1480351616,1055509143,270017984,-28568000,-16571500,-11815685.93,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DRR.AX,DRR,Deterra Royalties Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,4.06,529506075,2149794560,1532830301,242400000,227818000,258692992,184451325.8,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,1.067215314,1,-0.02068964219,0.01874521851,-0.07984193324,237384830.7,253340726.6,256016859.3,182543209.8,102168268,7495186.947,1729208905,1729208905,1627359918,calculated,0.1055645789,0.02555621839,0.03415811579,,-0.4663678035,-0.3167623939,,-0.3915650987,37,188,59.88344553,0.03,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DRX.AX,DRX,Diatreme Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.014,5008281841,70115944,49993541.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:49993541,
DSK.AX,DSK,Dusk Group Limited,Consumer Cyclical,Specialty Retail,AU,AUD,AUD,0.74,62267865,46078220,32854344.85,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:32854345,
DSM.AX,DSM,Desert Minerals Limited,Basic Materials,Gold,AU,AUD,AUD,0.725,29046535,21058740,15015143.95,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15015144,
DTL.AX,DTL,Data#3 Limited,Technology,Information Technology Services,AU,AUD,AUD,10.58,155183269,1641838976,1170651642,907297984,70828000,10555250,7526024.736,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.01163371923,1,-0.1499961994,-0.2924670733,0.06371011155,771206734.7,8972002.616,9763626.308,6961587.182,16165418.42,232475572.5,1022193179,1022193179,953546216.7,calculated,0.006810441825,-0.3834691842,0.1119274451,,-2.448614422,-0.09834388619,,-1.273479154,256,263,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DTM.AX,DTM,Dart Mining NL,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.012,334223117,4010677,2859662.662,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2859663,
DTR.AX,DTR,Dateline Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.069,4014335381,276989152,197496715.8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,2025-06-30,false,insufficient_annual_history:2,
DTZ.AX,DTZ,Dotz Nano Limited,Basic Materials,Specialty Chemicals,AU,AUD,USD,0.032,785146193,25124678,17914208.39,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:17914208,
DUB.AX,DUB,Dubber Corporation Limited,Technology,Software - Application,AU,AUD,AUD,0.008,2711777542,21694222,15468250.53,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15468251,
DUG.AX,DUG,DUG Technology Ltd,Technology,Information Technology Services,AU,AUD,USD,1.75,135643387,237375936,169251999.3,86387000,16510000,23743876,23743876,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.2748547351,1,0.2676668884,0.1924506575,0.3804912348,109509939.5,30099325.41,26921600.7,26921600.7,42702000,10501000,202620999.3,202620999.3,192891978.7,calculated,0.1328667847,0.1558220585,0.1300760486,,0.1649353364,-0.04737275243,,0.05878129199,20,103,39.82141779,0.03,4,2026-06-30,true,,reporting_currency_differs:USD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DUN.AX,DUN,Dundas Minerals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,,0.041,235025183,9636033,6870611.564,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6870612,
DUR.AX,DUR,Duratec Limited,Industrials,Engineering & Construction,AU,AUD,AUD,2.11,260588535,549841792,392044047,570281024,40417000,7358375,5246613.037,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.01290306829,1,0.02843846163,0.0505933241,-0.004793832064,586498939,7567635.865,7463005.433,5321215.839,40895542.48,56159713.15,443681122.2,443681122.2,373126651.5,calculated,0.01199333389,0.04613471103,0.08125418051,,-0.3666389182,-0.1844910697,,-0.275564994,240,168,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
DVL.AX,DVL,dorsaVi Ltd,Technology,Scientific & Technical Instruments,AU,AUD,AUD,0.024,1235028464,29640684,21134176.92,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:21134177,
DVP.AX,DVP,Develop Global Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,4.7,329985475,1550931712,1105833630,294172352,-7724794,-25627642,-18272827.99,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DWG.AX,DWG,DataWorks Group Limited,Technology,Software - Infrastructure,AU,AUD,AUD,0.125,103054327,12881791,9184877.45,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9184877,
DXB.AX,DXB,Dimerix Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.235,600396776,141093248,100601243.4,6353908,-35160604,-48455804,-34549591.86,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2026-06-30,false,ttm_ebitda_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DXN.AX,DXN,DXN Limited,Technology,Information Technology Services,AU,AUD,AUD,0.41,375184201,153825520,109679511.9,10123387,-4147420,1336573,952993.1985,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2025-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DXS.AX,DXS,DEXUS,Real Estate,REIT - Office,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_industry:reit,
DYL.AX,DYL,Deep Yellow Limited,Energy,Uranium,AU,AUD,AUD,1.295,974245191,1261647488,899570375.2,-2282697,-5170695,12647856,9018078.881,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,ttm_ebitda_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
DYM.AX,DYM,Dynamic Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.57,52476936,29911854,21327524.51,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:21327525,
E25.AX,E25,Element 25 Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.265,325953167,86377584,61588293.39,1879759,-6098197,-8061452,-5747915.697,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-06-30,false,ttm_ebitda_not_positive,stale_statements:807d|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
E79.AX,E79,E79 Gold Mines Limited,Basic Materials,Gold,AU,AUD,AUD,0.028,353555680,9899559,7058508.885,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:7058509,
EAU.AX,EAU,EAU Lithium Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.12,241933188,29031982,20700164.81,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:20700165,
EAX.AX,EAX,Energy Action Limited,Industrials,Specialty Business Services,AU,AUD,AUD,0.385,40264788,15501943,11053078.47,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:11053078,
